ch0_mean,ch0_skewness,ch0_delta_abs_power,ch1_mean,ch2_skewness,ch2_mean,ch3_skewness,ch3_mean,ch4_skewness,ch5_skewness,ch5_mean,ch4_mean,ch6_skewness,ch6_mean,ch5_alpha_rel_power,ch8_std,ch9_mean,ch10_std,ch8_mean,ch11_spectral_entropy,corr_ch1_ch9,ch11_theta_abs_power,ch11_skewness,ch11_delta_abs_power,ch10_spectral_entropy,ch11_mean,ch10_delta_rel_power,ch10_beta_abs_power,corr_ch6_ch9,corr_ch5_ch7,ch11_beta_rel_power,corr_ch1_ch5,corr_ch3_ch5,corr_ch8_ch11,corr_ch10_ch11,ch11_alpha_rel_power,ch11_std,ch11_alpha_abs_power,ch11_beta_abs_power,ch8_skewness,ch8_delta_rel_power,ch5_theta_rel_power,corr_ch0_ch9,corr_ch5_ch11,ch7_mean,ch6_std,ch7_std,ch5_spectral_entropy,ch5_beta_rel_power,ch8_spectral_entropy,ch2_delta_abs_power,ch1_skewness,corr_ch8_ch10,corr_ch5_ch10,ch9_theta_rel_power,ch6_beta_abs_power,ch11_delta_rel_power,ch5_alpha_abs_power,ch10_alpha_abs_power,ch10_beta_rel_power,corr_ch1_ch7,labels
0.514068195154073,-0.009271210615527156,2.488189375585378e-05,0.5221928193892088,-0.0037087748816913573,0.4937588570462037,-0.015209614011906408,0.49009934926250986,-0.021228894941169748,-0.0055367995604316935,0.5200655887353035,0.5016992026610821,0.01070869932571279,0.5215377278027711,0.7877326011102314,0.1438982914266388,0.5161438098111958,0.15744900845021023,0.6037785830324698,2.45921368657817,0.9686016245728545,0.006001304969399377,0.11428128414523718,4.700872207500216e-05,2.225756207727487,0.44634577773851236,0.005000054296880107,0.0021347360773747415,0.9528851391798095,0.827676899856511,0.20450810018042534,0.8467349278488483,0.7617165855636031,0.30750477741108706,0.387478582130985,0.7477337560791572,0.15798974751005154,0.010183349048409,0.002785185703377285,-0.506891795796098,0.00549465158667558,0.5087850402855042,0.8885319712260533,-0.021208271211565825,0.5182493568439476,0.16074045871141107,0.15327513421312708,2.265350374678255,0.15226188957523862,2.3782592750580593,4.2530530117892605e-05,-0.036354296564822856,0.605539874096154,0.21352540013382573,0.4261360092068193,0.0018551326779681263,0.0034517139851073094,0.009219749428033682,0.011301963233491866,0.15418444388977398,0.974613251483889,1.0
0.46414977852627043,0.12228165696925519,5.047871769014788e-05,0.41267048436316167,0.23976581242879158,0.4343279949920092,0.24616282585404398,0.42914851501527246,0.23809706964129213,0.23573428445489342,0.4394947448265653,0.4300015131232002,0.3041215680206054,0.4089730036812574,0.78314436984963,0.19736111428083358,0.42596407117365104,0.17019124633132524,0.5661341068292987,2.214675860957928,0.9859039918677509,0.012119384843552648,0.13524820956258013,0.00013453367991187503,2.164449197968693,0.4773188245283061,0.009764071717083775,0.0017009443181377566,0.9814903963747844,0.9417524455669517,0.11632279824709359,0.9450017010556752,0.9153864463787158,0.4272082645388668,0.7745379266951354,0.6990038169838318,0.18407585396781173,0.012562480378053947,0.002090550630760349,-0.14452290451429115,0.010669570922758704,0.6801062427375089,0.9382067459024629,0.11438761579476514,0.42758047365165724,0.16871022724773374,0.15303612596726332,1.9457794416229552,0.07234340274423055,2.2002428440933164,5.6250967111259875e-05,0.23873886474764688,0.39557049623640395,0.33929465112410717,0.6778973324331727,0.000845777494690136,0.007485747475121579,0.008143738726735433,0.011413398310211247,0.10684826637357007,0.9888676635558498,2.0
0.5645769739042212,-0.0973782539195287,2.1202151314553204e-05,0.5341988336816146,0.05043495439134102,0.5130152333242254,0.003066073391344604,0.5182072142466468,0.030115104490849736,0.1199636586963618,0.47767384654166894,0.5181913754485736,0.08235338230941598,0.5086881447075218,0.846979772154817,0.18810022930418793,0.5256740497526393,0.20243162503063095,0.5729805188928965,2.1957148124322634,0.9524187143531277,0.009956826341308506,-0.3745686600046053,4.274940748892747e-05,2.2611824979775768,0.6060325233166616,0.006067022063260096,0.0029274810289467348,0.9502816393518657,0.8451775579451659,0.14020884630011443,0.858804110338273,0.7623544706186011,0.5785614777804009,0.5531345169791476,0.7936625970682302,0.18221668796924956,0.014348855414416602,0.0025348762444068495,-0.341160403313117,0.0016656421240663088,0.476424891671297,0.8642662810486088,-0.3597343521675578,0.5324364336480641,0.16031462809527877,0.1552945505195912,2.0859553663695034,0.13285065022202253,2.0089493182038556,3.6586451570233875e-05,0.10590224026992777,0.48109051555635507,-0.08291729154682395,0.5965935743941433,0.0021762379318536968,0.002364551372975814,0.013296706217948241,0.015648093117306375,0.1351344446848271,0.9696746329455019,3.0
0.45434995683095936,0.22133274247712287,0.00011176831242232811,0.526797889624532,-1.7718725226382398e-05,0.5008267799331605,0.024286512306533677,0.49810382792255253,-0.03026145044561635,0.09130633070511869,0.48827297361982064,0.5136718052372359,0.01951422410673659,0.49395531263654324,0.8251197329570003,0.17432474620611343,0.5265640373191679,0.1672606755500948,0.560042186688202,2.4283367712496937,0.9712829185364817,0.00555150437828269,0.04627107208137823,4.97929176908331e-05,2.074230901922121,0.46264926762054404,0.006891789519854421,0.001423375667157955,0.9651692155953603,0.8260149247070584,0.18043711848884897,0.8446613260647686,0.7868800186291096,0.37622018486025577,0.6720401271865987,0.6947703751936883,0.13011661834880317,0.006437266926199378,0.0016718068826454728,-0.3632468886269466,0.006270285271611211,0.6138428299983844,0.9405488243565027,-0.010257370638249838,0.5227419771319671,0.17372952235046887,0.18301970072493215,1.949248261533072,0.08019042986222817,2.1899146107138185,0.00012247094262775115,0.022007654952515342,0.3360334362048996,0.34869112202510394,0.7155412617000029,0.0016391193746771223,0.0053741198714706015,0.01596656309337035,0.010809676854888671,0.09620524175857881,0.9741219153691958,4.0
0.4803371230488688,0.15513971757882317,5.6700176840808926e-05,0.4813888110303102,-0.024821619895217122,0.49834739044563175,-0.0446276040253076,0.4918698250074831,-0.027105185879580083,0.0893914887343756,0.4549935254714603,0.5084875999331394,0.04142007038908454,0.5030295828039696,0.8509008704447617,0.1962795138469929,0.5091288780085623,0.16610145155710013,0.5398730141534599,2.3721440662927895,0.9811267177354704,0.011707613197506633,-0.02735541374272582,7.428851493267105e-05,2.2689640154750936,0.5374486422433699,0.006490423326598143,0.002118533430892191,0.9796483366705147,0.9012820038071301,0.17668360066342984,0.9283652527942948,0.8641771907217255,0.12270803615920298,0.6933846670488324,0.7089697872190147,0.1867661887053801,0.013824975649946522,0.0034453463616528008,-0.12993838625483842,0.003808081411677077,0.546884237605909,0.9531747809608152,0.20599468200436244,0.5195567089721437,0.18185681055587224,0.1892179573190418,1.9839885931951886,0.10420380267409404,2.0729446399780493,6.551539740735357e-05,-0.0117256893548194,0.3128442362475208,0.23719180066670395,0.5877432253442758,0.0013535570342483735,0.0038096495761159714,0.01430335315468973,0.01117538164023958,0.13693914973525437,0.982271527695955,5.0
0.49154714699433066,0.06749773362105228,0.00013101394360296332,0.47815134942232906,0.09704489713760325,0.4804163291119154,0.10341168709548211,0.4820600889272729,0.07851768675831253,0.008205721210529706,0.47566828405249206,0.488336396915524,0.1358871028601042,0.46093731039632174,0.8292228999041704,0.1755118093255576,0.4675955477600883,0.19248963530157093,0.5916152121959644,2.3789865694603494,0.9800918027485954,0.007963502232459275,-0.3752061684869162,6.390573123021324e-05,2.3832550945000377,0.6041687648668804,0.009000839828995353,0.00316270892929729,0.972429500753478,0.8739746614933497,0.17918007779482392,0.9099065306476172,0.8204785655890291,0.43869653211183485,0.6788487172962224,0.7414903477438713,0.16528907502870724,0.010755828749468295,0.002599130572557695,-0.30302571601379225,0.005944048682091458,0.5514968817414155,0.9743779998863917,0.0647014528223703,0.4968638505575702,0.17717846544874957,0.19441760615085585,1.9923647257203498,0.08850268307708085,2.186431587988038,0.00018084610793661838,-0.003018599869053288,0.49973296099837416,0.2666194467334483,0.6762893786591476,0.0012770580426111236,0.004405563158028121,0.01654301732048431,0.014660743650766748,0.1597111265545347,0.9878709998475874,6.0
0.4556190229591332,0.09881677724590447,6.291970798476009e-05,0.5034402650237644,0.06843456296184693,0.46443426771260504,0.08003377212658311,0.45475053609117616,0.06590923968222169,0.10502686926803599,0.4620208584351795,0.46892636030265883,0.0394564238169544,0.4841385515912496,0.8284289001629377,0.14782033006277226,0.4807030736602093,0.18755218922916092,0.5027566729715057,2.272510459139306,0.9842376083141766,0.012123705394051821,-0.15162800833998627,0.00013046255395920563,2.4064838726239106,0.5250585741322329,0.008052771104501913,0.0028677288854907167,0.9571646229424591,0.9174437820668115,0.1319280717856272,0.8966295949897434,0.8741505559704149,0.2976931544379119,0.4973406767773289,0.7281300818015868,0.19505406707931908,0.014596435253175591,0.002644691664339108,-0.08640754071548144,0.006959267387486976,0.5696527832868026,0.9610667629478178,-0.02465642497970092,0.4513660696834536,0.17647327003608954,0.2060752184041202,2.0397697198166047,0.10277292638752629,2.236268908381123,0.00011720144300820232,0.08467566412200872,0.24360041980289124,0.4820928102470235,0.6177764862804772,0.0014662055741343262,0.0065080074990017545,0.015537242421640106,0.012650665307041934,0.15382155528284802,0.980620053102762,7.0
0.559692152131284,-0.08309373506796121,0.00012885034701753977,0.42101409437319537,0.002879818923959471,0.4621761816250724,-0.0015198283609945584,0.4624004697579103,-0.022038435055025216,0.19314576021720442,0.45407533239188447,0.4569357582927772,0.1738839932483665,0.47595811328128174,0.903156220316019,0.20876577165869573,0.4679398766382363,0.17108516600265375,0.5750667408052835,2.457850778428147,0.9595877862780332,0.007245030755298193,-0.1114629890130869,6.0256118120651525e-05,2.357979561894007,0.5225675657505158,0.007081449801100326,0.0023725709936225766,0.9393932265313906,0.8068878799182565,0.18743956216413615,0.8433137377828355,0.718112301037916,0.41439241020131057,0.5219693019102415,0.707912987469876,0.1620909299001309,0.009295766945556075,0.00246131165425048,-0.2535563296745817,0.005222085729416128,0.4361930481977145,0.941417093445126,-0.1958381945984226,0.4344808446369549,0.17154181082401007,0.1695572559065437,1.8250033816702687,0.09142721511579388,2.026967403814479,0.0001275119089976737,0.07207181662659246,0.3367855877189501,0.275035616987111,0.5533265392514628,0.0018502724692757745,0.004588764847694496,0.016373819088636818,0.011301459399954458,0.15239830524100856,0.9788286214850135,8.0
0.5266702806793737,-0.08650099889029864,3.4324419116412954e-05,0.5039606483273446,0.03251743882641321,0.4221408314550617,0.001071839694181449,0.4664291546894474,0.1375594948435513,-0.04996750058294105,0.4981354038588245,0.3676839001619645,-0.0022078399921866927,0.4922094854002147,0.8599118853243275,0.1879511768368818,0.4077273585330126,0.1998219879856712,0.577777572823095,2.0126739548840216,0.9812073788010536,0.014017804776497757,0.048080163129815015,9.269748501903565e-05,2.376606948066753,0.5088243804421132,0.007607343098662476,0.0031871184767496346,0.9635792483051564,0.9162340140004522,0.09655247872042612,0.9134407370429012,0.8838896406128491,-0.23018361085372385,0.517140697729144,0.8176998301235995,0.211242952282119,0.019175541045221622,0.0022642123069067568,-0.2273429180727708,0.003947214161909189,0.5852038760751886,0.9689599770151749,0.40456795382999217,0.41044328346661046,0.21442078160795985,0.17261658871172655,1.8522375468660828,0.07617330840688395,1.8587366186685075,3.0642812827479175e-05,-0.00866808094921446,-0.008834356911894835,0.5379335618193896,0.6063637138984832,0.0011535365367742504,0.003952885479173415,0.02401517446911184,0.014068678631460867,0.1567756803927457,0.9814459697106321,9.0
0.46327588413194154,0.17259078668264435,4.3141672301173885e-05,0.3969544686737452,0.28906519256474805,0.4665347722925914,0.3107826394508014,0.45278934110362523,0.3340655980428595,0.3523030829265662,0.4157428994464623,0.46229815257053153,0.303037342018994,0.45562334027332624,0.9188263491640509,0.16307009348740148,0.4453715474810294,0.1402935263526273,0.5641250634293844,2.5561470540283717,0.9391111443318713,0.004304426526877945,-0.36130527770017323,4.156238955689405e-05,2.7709286492057394,0.5277451084642226,0.007387563021756957,0.002642953281893107,0.9050642589413974,0.8533113959372997,0.23118195498103222,0.907017102739675,0.7615165349226206,0.41245819162926206,0.3562063861185712,0.7321423539672244,0.13259784875479474,0.006555992243745852,0.0020701262473574907,-0.3517444396361313,0.003919630320202119,0.5051784387662986,0.9314339862225364,-0.29686318172886433,0.42912640227626825,0.1554898713551397,0.1746966652058542,1.6732324259350624,0.06314158048435073,1.8781567743299834,3.0721696559922514e-05,0.4124834203320695,0.32800457989215726,0.16226885107444,0.47531490667624066,0.0019858853562146625,0.004641492026735659,0.013390469008761879,0.006361071929962844,0.26301450827502376,0.9530878332125254,1.0
